1	702876	702977	[['Amrozi'], ['accused', 'called', 'distorting'], ['brother', 'witness', 'evidence']]	[['Amrozi'], ['accused', 'distorting'], ['brother', 'evidence']]
0	143800	143664	[['ECB'], ['has', 'cut'], ['interest', 'rates', 'times', 'period', 'percent', 'October', 'percent']]	[['ECB'], ['has', 'cut'], ['rates', 'percent', 'October', 'percent', 'period']]
1	1909408	1909429	[['Halla'], ['said'], ['statement']]	[['Brian', 'Halla', 'CEO', 'NatSemi'], ['claimed', 'made'], ['deal', 'sense', 'companies']]
1	3034583	3034604	[['Smugglers', 'van'], ['chased', 'carrying'], ['pickup', 'SUV', 'smugglers', 'immigrants']]	[['People', 'van'], ['opened', 'believed', 'be', 'transporting'], ['fire', 'pickup', 'SUV', 'immigrants']]
1	1257820	1257777	[]	[['Tyco'], ['has', 'said', 'was', 'forgiven', 'repaid', 'according'], ['loan', 'Swartz', 'interest', 'lawyer', 'Charles', 'Stillman']]
0	2221603	2221633	[['Nasdaq', 'index'], ['was'], ['percent']]	[['Nasdaq', 'Composite', 'Index', 'IXIC'], ['dipped'], ['points', 'percent']]
1	2706551	2706185	[['Fischi'], ['said'], []]	[['Fischi'], ['said'], []]
0	2975580	2975607	[['loonie'], ['continued', 'slip'], ['trading', 'Friday']]	[['loonie'], ['was'], ['rise', 'Thursday']]
1	813945	813925	[['Ms.', 'Haque'], ['was', 'faces', 'organizing'], ['turquoise', 'cellphone', 'smiley', 'prom']]	[['Fatima'], ['was', 'organizing'], ['turquoise', 'cell', 'phone', 'prom']]
1	2851677	2851855	[[], ['added', 'is', 'does', 'care', 'have'], ['New', 'actor', 'producer', 'person', 'treatment', 'consumption']]	[[], ['added', 'is', 'does', 'care', 'have'], ['De', 'Niro', 'person', 'treatment', 'consumption']]
1	895812	895754	[['amount', 'ticlopidine'], ['run'], []]	[['amount', 'ticlopidine'], ['run'], []]
1	2534473	2534504	[[], ['estimated', 'take', 'require'], ['months', 'cancellation', 'sub-audit', 'Department', 'Environmental', 'Quality']]	[[], ['said', 'take', 'estimated', 'conduct', 'require'], ['months', 'cancellation', 'sub-audit', 'Department', 'Environmental', 'Quality']]
0	1487731	1487197	[]	[]
1	3285348	3285324	[['virus'], ['kills', 'according'], ['people', 'year', 'U.S.', 'Centers', 'Disease', 'Control', 'Prevention']]	[['Complications', 'flu'], ['kill', 'according'], ['Americans', 'year', 'U.S.', 'Centers', 'Disease', 'Control', 'Prevention']]
1	424071	424093	[['people', 'IRS', 'representatives'], ['target'], ['families', 'forces', 'members', 'users']]	[['schemes'], ['target', 'serving'], ['families', 'users']]
0	1677100	1677041	[['Wim', 'Wenders'], ['directed', 'praised', 'based'], ['film', 'name', 'sessions']]	[['film', 'name'], ['was', 'directed'], ['Wim', 'Wenders']]
1	2404345	2404222	[['Miss', 'Volochkova'], ['is'], ['others']]	[['Ms.', 'Novikova'], ['said', 'was', 'is'], ['weight', 'ballerinas', 'Ms.', 'Volochkova', 'others']]
1	2485432	2485492	[[], ['have', 'aired', 'encouraging', 'fight'], ['videotapes', 'ex-president', 'Saddam', 'Hussein', 'Iraqis', 'U.S.', 'occupation', 'Iraq']]	[[], ['have', 'aired', 'deposed', 'fight'], ['videotapes', 'President', 'Saddam', 'Hussein', 'Iraqis', 'U.S.', 'occupation']]
1	981097	981018	[['U.S.', 'officials'], ['work', 'identify'], ['port', 'authorities', 'target', 'search', 'cargo']]	[['US', 'officials'], ['work', 'seek', 'reach'], ['port', 'authorities', 'cargo', 'United', 'States']]
1	2607361	2607320	[['people', 'ground'], ['are', 'going', 'die'], []]	[[], ['said'], []]
1	218896	219064	[]	[[], ['said'], []]
1	313947	313222	[['Nelson'], ['faces'], ['years', 'jail', 'life']]	[['verdict'], ['means', 'faces'], ['Nelson', 'years', 'prison', 'life', 'sentence']]
1	434842	434929	[['Fletcher', 'congressman', 'Lexington'], ['had'], ['percent', 'vote']]	[['Fletcher'], ['had'], ['votes', 'percent', 'total']]
0	3301764	3301492	[['Jack'], ['said'], ['Tuesday', 'afternoon']]	[]
1	2895172	2895264	[['Shadrin'], ['said', 'was', 'approached', 'identifying'], ['Khodorkovsky', 'aircraft', 'officers', 'members', 'FSB', 'intelligence', 'service', 'successor', 'KGB']]	[['Shadrin'], ['said', 'was', 'approached', 'identifying'], ['Khodorkovsky', 'aircraft', 'officers', 'members', 'FSB', 'intelligence', 'service']]
1	386627	386521	[[], ['said'], []]	[['Hughes'], ['said'], []]
1	3440566	3440416	[['French', 'Foreign', 'Minister', 'Dominique', 'Villepin'], ['was', 'scheduled', 'arrive'], ['Sharm', 'el-Sheikh', 'Wednesday']]	[['French', 'Foreign', 'Minister', 'Dominique', 'Villepin'], ['is', 'expected', 'attend'], []]
1	853127	853144	[[], ['believe', 'is', 'giving'], ['humans', 'cent', 'risk', 'disease']]	[['researchers'], ['believe', 'is', 'translating'], ['humans', 'cent', 'risk', 'disease']]
0	146481	146276	[['sales', 'period'], ['declined'], ['percent', 'year']]	[['Wal-Mart'], ['said', 'rose'], ['sales', 'stores', 'year', 'percent', 'year']]
1	1053869	1053207	[['U.S.', 'law', 'enforcement', 'officials'], ['are', 'sneering', 'thrust'], ['Dar', 'Heatherington', 'version', 'events', 'spotlight']]	[['U.S.', 'law', 'enforcement', 'officials'], ['are', 'sneering', 'including', 'discredit', 'thrust'], ['Dar', 'Heatherington', 'version', 'events', 'police', 'conspiracy', 'spotlight']]
1	1026659	1026185	[['newspaper', 'Okaz'], ['reported', 'escaped', 'fled', 'broke'], ['Monday', 'suspects', 'Saturday', 'raid', 'car', 'outskirts', 'Mecca', 'Sunday', 'afternoon']]	[['newspaper', 'Okaz'], ['reported', 'arrested', 'fled', 'broke'], ['suspects', 'Sunday', 'raid', 'car', 'outskirts', 'Mecca']]
1	1341925	1342201	[['Michael', 'Mitchell', 'defender', 'Baton', 'Rouge', 'Lee'], ['did', 'answer'], ['phone', 'Wednesday', 'afternoon']]	[['Michael', 'Mitchell', 'defender', 'Baton', 'Rouge', 'Lee'], ['was'], ['comment']]
1	2663667	2663623	[['dollar'], ['be', 'tries', 'stay'], ['focus', 'cent', 'U.S.', 'mark']]	[['dollar'], ['was', 'struggled', 'failed', 'stay'], ['focus', 'cent', 'U.S.', 'mark']]
1	2305924	2305736	[[], ['are', 'tired', 'paying', 'prefer'], ['cost', 'CDs', 'DVDs', 'forms', 'media', 'delivery']]	[['Consumers', 'prices', 'CDs', 'DVDs'], ['are', 'looking'], ['forms', 'media', 'delivery']]
1	960466	960881	[['board', 'chairman', 'Adm.', 'Hal', 'Gehman'], ['said'], []]	[['bolt', 'catcher'], ['is', 'be'], []]
1	129995	129864	[['Morgan', 'Stanley'], ['raised', 'saying', 'improve'], ['rating', 'beverage', 'maker', 'part', 'pricing', 'power', 'bottlers']]	[['Morgan', 'Stanley'], ['raised', 'saying', 'improve'], ['rating', 'company', 'beverage', 'maker', 'pricing', 'power', 'bottlers']]
1	356759	356778	[['Interior', 'Minister', 'Al', 'Mustapha', 'Sahel'], ['said', 'has', 'been', 'arrested'], ['investigation', 'points', 'group', 'reference', 'Djihad', 'Salafist']]	[['Moroccan', 'Interior', 'Minister', 'Al', 'Mustapha', 'Sahel'], ['told', 'has', 'been', 'arrested'], ['2M', 'television', 'Saturday', 'investigation', 'points', 'group', 'reference', 'Salafist', 'Jihad']]
0	919683	919782	[['pound'], ['made'], ['progress', 'dollar']]	[['pound'], ['flexed', 'last'], ['muscle', 'dollar', 'percent']]
1	2949437	2949407	[['report'], ['was', 'found'], ['Oct.']]	[['report', 'week'], ['tucked', 'belonged'], ['training', 'manual', 'Hicks']]
0	1651582	1651639	[['percent'], ['describe'], ['Republicans', 'percent', 'Democrats', 'percent', 'Independents']]	[['percent'], ['said', 'were', 'called'], ['Republicans', 'percent', 'conservatives']]
1	3088078	3087945	[['immigrants'], ['have', 'used', 'rely', 'send'], ['networks', 'wire', 'transfers', 'couriers', 'mail', 'cash', 'families']]	[['immigrants'], ['have', 'used', 'rely', 'send'], ['networks', '_', 'wire', 'transfers', 'couriers', 'mail', 'stashes', 'cash', 'families']]
1	1032643	1032617	[['lives'], ['Harlingen']]	None
1	1750630	1750716	[['Muqtada', 'al', 'Sadr'], ['said'], ['sermon', 'mosque']]	[['Moqtada', 'al-Sadr'], ['said'], []]
1	2891280	2891366	[]	[]
1	2866295	2866282	[['President', 'Leonid', 'Kuchma'], ['cut', 'deteriorates'], ['visit', 'Latin', 'America', 'border', 'wrangle', 'Ukraine', 'Russia']]	[['dispute'], ['has', 'led', 'cut'], ['president', 'Leonid', 'Kuchma', 'state', 'visit', 'Latin', 'America']]
1	822517	822439	[['movies'], ['grossed'], ['percent', 'weekend', 'year']]	[['box', 'office'], ['soared', 'grossing'], ['movies', 'percent', 'year']]
1	1502941	1502927	[['Platinum', 'prices'], ['soared', 'proposed', 'investing'], ['highs', 'year', 'President', 'Bush', 'news', 'web', 'sites', 'research', 'fuel', 'vehicles']]	[['Platinum', 'prices'], ['soared', 'proposed', 'investing'], ['highs', 'year', 'U.S.', 'President', 'George', 'W.', 'Bush', 'research', 'fuel', 'vehicles']]
0	970740	971209	[['Stanford'], ['blanked'], ['Gamecocks']]	[['Stanford'], ['has'], ['team', 'players', 'season']]
1	1243593	1243934	[]	[['Kaye'], ['said'], []]
0	130656	130644	[['Shares', 'Corixa'], ['fell'], ['cents', 'p.m.']]	[['Shares', 'Corixa'], ['fell'], ['cents', 'Nasdaq', 'stock', 'market']]
1	221462	221512	[['investigators'], ['were', 'looking', 'allocated'], ['CFSB', 'shares', 'stock', 'offerings']]	[['jury', 'Securities', 'Exchange', 'Commission'], ['were', 'looking', 'allocated'], ['company', 'shares', 'stock', 'offerings']]
0	1632415	1632603	[['Qanbar'], ['said', 'elect'], ['council', 'members', 'chairman', 'Sunday']]	[['US', 'authorities'], ['have', 'said', 'include'], ['council', 'members']]
1	2451691	2451742	[['October', 'heating', 'oil', 'futures'], ['settled'], ['cent', 'cents', 'gallon']]	[['October', 'heating', 'oil'], ['ended'], ['cent', 'cents', 'gallon']]
1	2282608	2282544	[['antivirus', 'solutions'], ['carry'], ['price', 'tag', 'years']]	[['antivirus', 'solutions'], ['carry'], ['price', 'tag']]
0	2677852	2677869	[['Securities', 'Exchange', 'Commission'], ['brought'], ['case', 'Thursday']]	[['Securities', 'Exchange', 'Commission'], ['filed'], ['fraud', 'suit', 'teen', 'Boston']]
1	379724	379692	[['ConAgra', 'stock'], ['closed'], ['Monday', 'New', 'York', 'Stock', 'Exchange', 'share', 'cents']]	[['ConAgra', 'shares'], ['closed'], ['Monday', 'share', 'cents', 'New', 'York', 'Stock', 'Exchange']]
1	1156575	1156706	[['features'], ['is', 'delete', 'lock', 'lose'], ['ability', 'data', 'device', 'device', 'user']]	[['features'], ['is', 'delete', 'loses', 'locks'], ['ability', 'data', 'device', 'user', 'device']]
1	2745055	2745022	[['Intel'], ['raised'], ['revenue', 'guidance', 'quarter']]	[['Intel'], ['predicted'], ['sales']]
1	3403347	3403527	[['Byrne'], ['said'], []]	[['Byrne'], ['says', 'got', 'carried', 'started', 'making'], ['PowerPoint', 'stuff']]
1	2037906	2038005	[['Georgia'], ['afford', 'get'], ['funding']]	[['Georgia'], ['afford', 'get'], ['funding']]
1	698720	698772	[['shareholders'], ['get', 'own'], ['shares', 'parent', 'company', 'Palm', 'Inc.', 'share', 'Handspring', 'stock']]	[['Handspring', 'shareholders'], ['receive', 'own'], ['Palm', 'shares', 'shares', 'PalmSource', 'share', 'Handspring', 'stock']]
1	2359387	2359457	[['Shares', 'Microsoft'], ['rose', 'close'], ['cents', 'Friday', 'share', 'Nasdaq', 'Stock', 'Market']]	[['Microsoft', 'stock'], ['was'], ['cents', 'share', 'New', 'York', 'yesterday']]
1	2403178	2403100	[['students'], ['had', 'been', 'hung'], ['times', 'year']]	[['students'], ['suffered'], ['symptoms', 'times', 'year']]
1	2205838	2205858	[['Tibco'], ['has', 'used', 'according'], ['Rendezvous', 'name', 'technology', 'products', 'Palo', 'Alto', 'California', 'company']]	[[], ['said'], []]
1	1669602	1669461	[['troops', 'division', 'Brigade', 'Combat', 'Team', 'Fort', 'Benning', 'Columbus'], ['began', 'returning', 'continuing'], ['week', 'flights', 'Friday']]	[['Infantry', 'troops'], ['began', 'returning'], ['week']]
1	919801	919939	[['ECB', 'President', 'Wim', 'Duisenberg'], ['said', 'was', 'discuss'], ['interest', 'rate', 'cuts', 'euro', 'zone']]	[['Central', 'Bank', 'President', 'Wim', 'Duisenberg'], ['said', 'televised', 'was', 'discuss'], ['interview', 'interest', 'rate', 'cuts', 'euro', 'zone']]
1	578807	578726	[['Teenagers', 'schools', 'condoms'], ['were', 'have', 'published', 'finds'], ['sex', 'teens', 'study', 'Wednesday']]	[['study'], ['says'], []]
1	3277653	3277637	[['Intel', 'executive'], ['turned', 'blasted', 'being', 'install'], ['tables', 'speech']]	[['Intel', 'exec'], ['blasted', 'install'], []]
1	661322	661390	[[], ['is', 'charged', 'including', '_'], ['bombings', 'Atlanta', 'blast', 'Olympics', 'bombing', 'Alabama']]	[[], ['is', 'charged', 'including'], ['bombings', 'Atlanta', 'blast', 'Olympics', 'Alabama']]
0	1586193	1586070	[[], ['were', 'found', 'stolen'], ['van']]	[['State', 'troopers'], ['arrested', 'stolen'], ['men', 'van', 'Jubilee', 'Market', 'Route', 'Horseheads']]
1	1200470	1200432	[['Post', 'article'], ['argued', 'was'], ['basis', 'point', 'cut', 'Fed']]	[['Post', 'article'], ['argued', 'was'], ['cut']]
0	2973611	2973628	[['Sun'], ['was', 'see', 'decline', 'falling'], ['vendor', 'shipments', 'percent', 'units']]	[['IBM', 'NYSE', 'IBM'], ['was', 'jumping'], ['vendor', 'sales', 'percent', 'units']]
1	1941701	1941639	[]	[['Copps', 'Democrats', 'commission'], ['has', 'pushed', 'violate'], ['penalties', 'radio', 'television', 'stations', 'indecency', 'laws']]
0	490219	490021	[['city', 'index'], ['outperformed', 'fell'], ['Dow', 'Jones', 'average', 'percent', 'week']]	[]
1	421009	421091	[['State', 'media'], ['said', 'were', 'injured'], []]	[['toll', 'officials', 'state', 'media'], ['was', 'injured'], []]
1	14485	14516	[['March', 'downturn'], ['was', 'has', 'been'], ['break', 'growth', 'services', 'months']]	[['downturn', 'services', 'activity', 'March'], ['was', 'has', 'been'], ['break', 'growth', 'services', 'months']]
1	549014	549093	[['Lieberman'], ['said'], []]	[['earnings', 'inflation'], ['fell'], ['percent', 'drop', 'decade']]
1	3326623	3326701	[['analysis'], ['was', 'published'], ['Tuesday', 'Circulation', 'journal', 'Heart', 'Association', 'news', 'web', 'sites']]	[['findings'], ['were', 'published'], ['Monday', 'Circulation', 'The', 'Journal', 'Heart', 'Association']]
1	1106490	1106299	[['President', 'George', 'W.', 'Bush', 'administration', 'officials'], ['cited', 'banned'], ['threat', 'Iraq', 'weapons'], ['programs', 'justification', 'war']]	[['President', 'Bush', 'officials', 'administration'], ['cited', 'going'], ['threat', 'Iraq', 'chemical', 'weapons', 'weapons', 'program', 'justification', 'war']]
1	607219	607092	[]	[]
0	518130	518082	[]	[]
1	3092593	3092563	[]	[]
0	1707092	1707031	[['company', 'operating', 'loss'], ['rose'], ['percent', 'year']]	[['revenue'], ['fell'], ['percent', 'year']]
1	1755505	1755464	[['agent', 'Bassem', 'Youssef'], ['filed'], ['lawsuit', 'Friday', 'Federal', 'District', 'Court', 'District', 'Columbia']]	[['lawsuit'], ['was', 'filed'], ['Friday', 'US', 'District', 'Court', 'District', 'Columbia']]
0	2199097	2199072	[['Wood'], ['said'], []]	[['Wood'], ['said'], []]
1	2015140	2014900	[['Strom'], ['said'], []]	[['statement'], ['says'], []]
1	1449187	1449290	[['Mr', 'Abbas'], ['said', 'is', 'was', 'lost'], ['day', 'agreement', 'opportunity']]	[['counterpart', 'Mahmoud', 'Abbas'], ['replied', 'is', 'was', 'lost'], ['day', 'agreement', 'opportunity']]
1	1988626	1988386	[[], ['remain', 'agree', 'work', 'engage'], ['city', 'good-faith', 'discussions', 'issue']]	[['Alhart'], ['said', 'remains', 'continue', 'work', 'engage'], ['governor', 'city', 'good-faith', 'discussions']]
1	844524	844667	[['standoff'], ['developed', 'attempted', 'pass'], ['soldiers', 'Hema', 'battlewagon', 'UN', 'compound']]	[['soldiers'], ['threatened', 'open', 'tried', 'pass'], ['fire', 'Hema', 'battlewagon', 'UN', 'compound']]
1	1860173	1860195	[['Lieberman'], ['said'], []]	[['Connecticut', 'Democrat'], ['told'], ['Capitol', 'Hill', 'news', 'conference']]
0	3050444	3050380	[['Gillette', 'shares'], ['rose'], ['percent', 'afternoon', 'New', 'York', 'Stock', 'Exchange', 'trading']]	[['Shares', 'Gillette'], ['closed'], ['cents', 'trading', 'Wednesday', 'New', 'York', 'Stock', 'Exchange']]
0	1199589	1200000	[['companies', 'handset', 'option'], ['have', 'using'], ['percent', 'customers', 'technology', 'end']]	[['handset', 'option'], ['have', 'using'], ['percent', 'customers', 'technology', 'end']]
1	1609290	1609098	[['ONG', 'KONG', 'July', 'Tens', 'thousands', 'demonstrators'], ['gathered', 'call'], ['tonight', 'legislature', 'building', 'elections', 'resignation', 'Hong', 'Kong', 'leader']]	[['Tens', 'thousands', 'demonstrators'], ['gathered', 'stand', 'call'], ['yesterday', 'evening', 'city', 'legislature', 'building', 'elections', 'resignation', 'Hong', 'Kong', 'leader']]
1	2746028	2746125	[['jurors'], ['were', 'being', 'asked', 'complete'], ['questionnaire']]	[['jurors'], ['were', 'taken', 'asked', 'fill'], ['courtroom', 'groups', 'questionnaire']]
0	2874608	2874685	[['Microsoft'], ['fell'], ['percent', 'Thursday', 'close']]	[['Shares', 'Microsoft'], ['slipped'], ['percent', 'trade', 'Nasdaq', 'close']]
0	221078	221002	[[], ['said'], ['release']]	[['U.S.', 'Airways'], ['said'], ['release']]
1	1917187	1917262	[['acquisition'], ['has', 'been', 'approved', 'is', 'expected', 'close'], ['companies', 'board', 'directors', 'quarter', 'year']]	[['Nvidia', 'acquisition'], ['has', 'been', 'approved', 'is', 'expected', 'close'], ['directors', 'companies', 'Nvidia', 'quarter']]
1	1102668	1102548	[['Luster'], ['gave', 'revealed'], ['police', 'name', 'identity']]	[['Barrera'], ['said', 'gave', 'revealed'], ['Luster', 'police', 'name', 'arrest', 'Wednesday', 'identity']]
0	2115214	2115266	[['organizations'], ['said'], ['boycott', 'vote']]	[['organisations'], ['said', 'warned', 'expect'], ['boycott', 'vote', 'voters', 'fraud']]
1	374264	374624	[['drugs'], ['be', 'prescribed'], ['Medicaid', 'patients', 'state', 'say-so']]	[['drugs'], ['be', 'prescribed'], ['Medicaid', 'patients', 'state', 'say-so']]
1	1597193	1597119	[['Saddam', 'loyalists'], ['have', 'been', 'blamed', 'sabotaging'], ['nation', 'infrastructure', 'attacks', 'U.S.', 'soldiers']]	[['Hussein', 'loyalists'], ['have', 'been', 'blamed', 'sabotaging', 'attacking'], ['nation', 'infrastructure', 'US', 'soldiers']]
0	199754	200007	[[], ["'s"], ['eye']]	[['has', 'controlled'], ['paper']]
1	1469800	1469789	[['Singer', 'Brandy', 'husband', 'Robert', 'Smith'], ['have', 'called', 'quits'], []]	[['Brandy', 'Husband', 'SplitR', 'b', 'star', 'Brandy', 'Robert', 'Smith', 'husband', 'years'], ['have', 'split'], []]
1	2206809	2206624	[]	[[], ['screamed'], ['Murray']]
1	1970041	1969914	[['Bush', 'campaign', 'spokesman', 'Dan', 'Ronayne'], ['said'], []]	[]
1	20917	20853	[['Mayor', 'Bart', 'Peterson'], ['said', 'was', 'resume', 'had', 'employed', 'including'], ['airline', 'operations', 'base', 'workers', 'mechanics']]	[['Mayor', 'Bart', 'Peterson'], ['conceded', 'was', 'quashing', 'including'], ['facility', 'fate', 'hopes', 'airline', 'workers', 'mechanics']]
0	1837647	1837204	[['Dotson'], ['was', 'arrested', 'charged'], ['Monday', 'Maryland', 'murder']]	[['Dotson'], ['was', 'charged'], ['Dennehy', 'murder']]
1	2758944	2758975	[['living', 'relatives'], ['are', 'called', 'are', 'found'], ['family', 'frogs', 'sooglossidae', 'Seychelles', 'Indian', 'Ocean']]	[[], ['is', 'found'], ['Seychelles', 'Archipelago', 'Madagascar', 'Indian', 'Ocean']]
1	375678	375561	[[], ['was'], ['condition', 'Northwest', 'Medical', 'Center', 'Springdale']]	[['child'], ['is'], ['condition']]
